-0.15,0.46,0.06,0.0357,-0.1169,-0.983,3.6867e+008
0.04,0.54,0.27,0.0354,-0.1157,-0.983,3.6867e+008
-0.4,-0.58,0,0.0354,-0.1151,-0.9824,3.6867e+008
-0.56,0.23,0.15,0.0357,-0.1147,-0.9821,3.6867e+008
0.17,-0.27,0.23,0.036,-0.1138,-0.9811,3.6867e+008
-0.19,-0.65,0.15,0.0363,-0.1129,-0.9805,3.6867e+008
-0.4,0.6,-0.02,0.0366,-0.1132,-0.9814,3.6867e+008
-0.08,0.06,0.13,0.0366,-0.1132,-0.9821,3.6867e+008
-0.29,-0.25,-0.02,0.0378,-0.1123,-0.9821,3.6867e+008
-0.27,0.25,0.12,0.04,-0.112,-0.9833,3.6867e+008
-0.23,0.52,0.13,0.0427,-0.1126,-0.9848,3.6867e+008
-0.19,-0.15,0.12,0.0443,-0.1141,-0.986,3.6867e+008
-0.29,0.71,0.1,0.043,-0.1144,-0.986,3.6867e+008
0,-0.33,0.13,0.0403,-0.1135,-0.9854,3.6867e+008
-0.04,-0.52,0.31,0.0378,-0.1132,-0.9839,3.6867e+008
-0.23,0.42,-0.13,0.036,-0.1129,-0.9839,3.6867e+008
-0.08,-0.12,0.29,0.0354,-0.1135,-0.9842,3.6867e+008
0.1,-0.15,0.31,0.036,-0.1141,-0.9848,3.6867e+008
-0.25,0.31,0,0.0369,-0.1147,-0.9866,3.6867e+008
-0.25,0.06,0.17,0.0369,-0.116,-0.9875,3.6867e+008
0.08,0.37,0.17,0.0372,-0.1169,-0.9872,3.6867e+008
-0.25,0.46,-0.02,0.0369,-0.1169,-0.9854,3.6867e+008
-0.06,0.02,0.33,0.0369,-0.1169,-0.9845,3.6867e+008
0.15,0,0,0.0369,-0.1166,-0.9845,3.6867e+008
-0.15,-0.02,0.06,0.0363,-0.1157,-0.9851,3.6867e+008
-0.1,-0.12,0.19,0.0363,-0.1135,-0.9854,3.6867e+008
0.17,-0.15,0.29,0.0363,-0.1123,-0.9854,3.6867e+008
-0.21,0,0.1,0.0357,-0.1129,-0.9851,3.6867e+008
-0.04,-0.31,0.17,0.0351,-0.1147,-0.9854,3.6867e+008
0.27,0.33,0.13,0.0363,-0.1169,-0.986,3.6867e+008
0.15,0.19,0.17,0.0375,-0.1184,-0.9866,3.6867e+008
-0.25,0.02,-0.08,0.0388,-0.1196,-0.9879,3.6867e+008
0.12,0.31,0.17,0.0388,-0.1196,-0.9897,3.6868e+008
0.1,0,0.1,0.0378,-0.1199,-0.9909,3.6868e+008
-0.17,-0.17,0.19,0.0369,-0.1215,-0.9909,3.6868e+008
0.33,0.25,0.17,0.036,-0.123,-0.9912,3.6868e+008
0.19,-0.29,0.1,0.0354,-0.1233,-0.9918,3.6868e+008
0,-0.75,0.25,0.0354,-0.1224,-0.9927,3.6868e+008
0.08,0.77,0,0.0372,-0.1218,-0.9946,3.6868e+008
0.27,-0.17,0.21,0.0388,-0.1218,-0.9958,3.6868e+008
-0.1,-0.5,0.08,0.0391,-0.1218,-0.9958,3.6868e+008
0.21,0.85,0.02,0.0381,-0.1221,-0.9964,3.6868e+008
0.23,-0.29,0.21,0.036,-0.1224,-0.9961,3.6868e+008
0.13,-0.25,0.06,0.0348,-0.1227,-0.9961,3.6868e+008
0.12,0.85,0.04,0.0342,-0.1221,-0.997,3.6868e+008
0.38,0.29,0.08,0.0339,-0.1221,-0.9973,3.6868e+008
0.17,-1.1,0.12,0.0339,-0.1224,-0.9976,3.6868e+008
-0.02,0.15,0,0.0342,-0.1227,-0.9976,3.6868e+008
0.54,0.08,0.27,0.0354,-0.1233,-0.9982,3.6868e+008
0.17,-0.56,0.13,0.0372,-0.1242,-0.9991,3.6868e+008
0.13,0.33,0,0.0375,-0.1239,-10.001,3.6868e+008
0.35,-0.29,0.23,0.0369,-0.1236,-10.004,3.6868e+008
-0.06,0.15,0.04,0.0363,-0.1236,-10.001,3.6868e+008
0.08,0.5,-0.04,0.0351,-0.1236,-10.004,3.6868e+008
0.56,0.71,0.13,0.0342,-0.1254,-10.01,3.6868e+008
0.31,-0.27,0.19,0.0348,-0.1273,-10.016,3.6868e+008
-0.17,0.25,0,0.0357,-0.127,-10.022,3.6868e+008
0.5,-0.31,0.21,0.0369,-0.1254,-10.028,3.6868e+008
0.25,-0.6,0.15,0.0385,-0.1245,-10.046,3.6868e+008
0.12,0.21,0.08,0.0378,-0.1236,-10.056,3.6868e+008
0.46,0.1,0.17,0.0369,-0.1236,-10.056,3.6868e+008
0.37,-0.1,0.17,0.036,-0.1242,-10.034,3.6868e+008
0,0.08,0.06,0.0348,-0.1257,-10.028,3.6868e+008
0.44,0.73,0.1,0.0345,-0.126,-10.031,3.6868e+008
0.37,0.33,0.15,0.0357,-0.1251,-10.049,3.6868e+008
0.02,0.31,0.08,0.0394,-0.1251,-10.065,3.6868e+008
0.04,0.29,0.1,0.0424,-0.1248,-10.077,3.6868e+008
0.46,-0.25,0.25,0.0418,-0.1257,-10.077,3.6868e+008
0.17,-0.31,0.02,0.0369,-0.127,-10.065,3.6868e+008
0.23,0.44,0.04,0.0336,-0.1282,-10.052,3.6868e+008
0.48,-0.08,0.13,0.0327,-0.1285,-10.046,3.6868e+008
0.17,-0.73,0.19,0.0333,-0.1279,-10.04,3.6868e+008
0.19,0.33,0.06,0.0339,-0.1276,-10.04,3.6868e+008
0.46,0.65,0.04,0.0357,-0.1276,-10.04,3.6868e+008
0.06,0.02,0.17,0.0366,-0.1282,-10.034,3.6868e+008
-0.06,0.52,-0.13,0.0363,-0.1288,-10.031,3.6868e+008
0.6,0.73,0.23,0.0363,-0.1288,-10.031,3.6868e+008
0.33,-0.96,0.25,0.0363,-0.1279,-10.037,3.6868e+008
0.1,0.38,0.19,0.0363,-0.1266,-10.034,3.6868e+008
0.6,1.02,0.02,0.0366,-0.1254,-10.037,3.6868e+008
0.29,-1.08,0.17,0.0369,-0.1251,-10.037,3.6868e+008
0.17,-0.37,0.15,0.0381,-0.1254,-10.028,3.6868e+008
0.23,0.77,0.15,0.0397,-0.127,-10.022,3.6868e+008
0.4,-0.19,-0.06,0.0415,-0.1282,-10.007,3.6868e+008
0.1,-0.02,0.04,0.0409,-0.1285,-0.9998,3.6868e+008
0.27,1.04,0.06,0.04,-0.1288,-10.004,3.6868e+008
0.37,-0.37,0.13,0.0378,-0.1291,-10.01,3.6868e+008
0.06,0.08,0.15,0.0363,-0.1291,-10.013,3.6868e+008
0.27,0.96,-0.04,0.036,-0.1288,-10.028,3.6868e+008
0.42,-0.19,0.17,0.0357,-0.1282,-10.034,3.6868e+008
0.21,-1.17,0.21,0.0363,-0.1266,-10.034,3.6868e+008
0.1,0.21,-0.02,0.0366,-0.1242,-10.04,3.6868e+008
0.62,0.17,-0.04,0.0366,-0.1236,-10.04,3.6868e+008
0.1,-0.48,0.13,0.0366,-0.1242,-10.037,3.6868e+008
0.17,0.79,-0.06,0.0369,-0.1245,-10.04,3.6868e+008
0.48,-0.17,0.23,0.0366,-0.126,-10.04,3.6868e+008
0.08,-0.21,-0.02,0.0372,-0.1279,-10.034,3.6868e+008
0.21,1.13,0.19,0.0366,-0.1288,-10.028,3.6868e+008
0.46,0.85,-0.08,0.0363,-0.1291,-10.019,3.6868e+008
0.29,-0.85,0.06,0.0375,-0.1291,-10.013,3.6868e+008
0.15,-0.33,0.23,0.0381,-0.1285,-10.01,3.6868e+008
0.52,0.31,-0.06,0.0378,-0.1282,-10.01,3.6868e+008
0.15,-0.29,0.12,0.0375,-0.1276,-10.013,3.6868e+008
0.19,0.23,-0.08,0.0375,-0.1279,-10.022,3.6868e+008
0.33,0.31,0.1,0.0375,-0.1276,-10.022,3.6868e+008
0.35,-0.54,0.15,0.0375,-0.127,-10.013,3.6868e+008
0.1,0.29,0,0.0369,-0.126,-10.013,3.6868e+008
0.27,1.33,0.04,0.036,-0.1239,-10.016,3.6868e+008
0.38,-0.13,0.08,0.036,-0.123,-10.019,3.6868e+008
0.02,-0.13,-0.06,0.0369,-0.1248,-10.016,3.6868e+008
0.38,-0.02,0.15,0.0397,-0.1273,-10.022,3.6868e+008
0.35,-0.37,0.19,0.0427,-0.1285,-10.034,3.6868e+008
0.1,0,0,0.043,-0.1282,-10.046,3.6868e+008
0.25,0.25,0,0.0415,-0.1273,-10.037,3.6868e+008
0.38,-0.02,0.1,0.0391,-0.1263,-10.019,3.6868e+008
0.15,-0.13,0.15,0.0369,-0.1257,-10.007,3.6868e+008
0.25,0.35,0.02,0.036,-0.1248,-10.001,3.6868e+008
0.54,0.65,0.12,0.0363,-0.1236,-0.9995,3.6868e+008
0.06,0.33,-0.02,0.0369,-0.1227,-0.9991,3.6868e+008
0.25,0.31,0.02,0.0369,-0.1224,-0.9982,3.6868e+008
0.4,-0.27,0.38,0.0375,-0.1236,-0.9982,3.6868e+008
0.25,-0.15,0.02,0.0375,-0.1248,-0.9988,3.6868e+008
0.12,0.54,0.1,0.0372,-0.1263,-0.9985,3.6868e+008
0.83,0.21,0.21,0.0369,-0.1276,-0.9982,3.6868e+008
0.13,-1.04,0.12,0.0369,-0.1285,-0.9985,3.6868e+008
0.19,-0.1,0.21,0.0366,-0.1279,-0.9988,3.6868e+008
0.42,0.56,0.23,0.0366,-0.1273,-0.9985,3.6868e+008
0.17,0.58,-0.04,0.0369,-0.1266,-0.9979,3.6868e+008
0.15,0.06,0.29,0.0372,-0.126,-0.9979,3.6868e+008
0.4,0.52,-0.02,0.0381,-0.1263,-0.9982,3.6868e+008
0.31,-0.73,0.23,0.0381,-0.1273,-0.9988,3.6868e+008
0.15,0.15,0.13,0.0378,-0.1273,-0.9988,3.6868e+008
0.42,0.71,0.33,0.0381,-0.1273,-0.9998,3.6868e+008
0.48,-0.37,0.15,0.0381,-0.1276,-10.001,3.6868e+008
-0.08,-0.96,0.12,0.0381,-0.1285,-10.004,3.6868e+008
0.54,0.08,0.37,0.0378,-0.1294,-10.004,3.6868e+008
0.42,-0.27,0.1,0.0388,-0.1306,-0.9995,3.6868e+008
-0.17,0,0.21,0.0394,-0.1303,-0.9988,3.6868e+008
0.17,0.92,0.04,0.04,-0.1297,-0.9991,3.6868e+008
0.42,-0.44,0.19,0.04,-0.1297,-0.9995,3.6868e+008
0.08,-0.54,0.23,0.04,-0.13,-10.001,3.6868e+008
0.23,0.9,0.15,0.0397,-0.1294,-10.01,3.6868e+008
0.42,0.25,0.19,0.0397,-0.1297,-10.019,3.6868e+008
0,-1.13,0.17,0.0394,-0.1312,-10.025,3.6868e+008
0.23,0.17,0.37,0.0391,-0.1324,-10.025,3.6868e+008
0.67,-0.1,0.23,0.0388,-0.134,-10.022,3.6868e+008
0.23,-1.37,0.4,0.0394,-0.1349,-10.019,3.6868e+008
-0.19,1.12,-0.1,0.0403,-0.1355,-10.022,3.6868e+008
0.56,0,0.27,0.0409,-0.1364,-10.028,3.6868e+008
0.13,-0.81,0.27,0.0415,-0.137,-10.025,3.6868e+008
0.06,0.46,0.17,0.0418,-0.1376,-10.031,3.6868e+008
0.52,1.04,0.17,0.0424,-0.1382,-10.034,3.6868e+008
0.25,-0.96,0.21,0.0427,-0.1389,-10.04,3.6868e+008
0.06,0.06,0.15,0.0421,-0.1389,-10.043,3.6868e+008
0.21,0.35,0.12,0.0412,-0.1389,-10.04,3.6868e+008
0.25,-1.75,0.46,0.0412,-0.1392,-10.046,3.6868e+008
-0.02,0.17,0,0.0412,-0.1398,-10.052,3.6868e+008
0.44,0.94,0.19,0.0418,-0.1401,-10.043,3.6868e+008
0.17,-1.02,0.08,0.043,-0.1407,-10.04,3.6868e+008
0.02,-0.23,0.27,0.043,-0.1413,-10.052,3.6868e+008
0.13,1.17,0.06,0.0427,-0.1419,-10.074,3.6868e+008
0.29,-0.33,0.17,0.0421,-0.1422,-10.077,3.6868e+008
-0.29,-0.25,0.23,0.0406,-0.1425,-10.068,3.6868e+008
0.13,0.44,0.15,0.0397,-0.1431,-10.059,3.6868e+008
0.29,-0.79,0.19,0.0397,-0.1434,-10.052,3.6868e+008
-0.17,-0.29,0.1,0.0391,-0.1437,-10.056,3.6868e+008
0.21,0.42,0.33,0.0394,-0.1437,-10.065,3.6868e+008
0.23,-0.58,0.21,0.0403,-0.1434,-10.077,3.6868e+008
-0.02,-0.46,0.08,0.0403,-0.1428,-10.077,3.6868e+008
0.04,0.33,0.08,0.0394,-0.1428,-10.077,3.6868e+008
0.5,0.44,0.17,0.0388,-0.1431,-10.074,3.6868e+008
-0.17,0.23,0.06,0.0385,-0.1437,-10.062,3.6868e+008
-0.02,-0.06,0.12,0.0391,-0.144,-10.059,3.6868e+008
0.31,-0.08,0.29,0.0406,-0.1437,-10.059,3.6868e+008
-0.23,0.02,0.13,0.0409,-0.1431,-10.062,3.6868e+008
0.04,0,0.19,0.04,-0.1428,-10.049,3.6868e+008
0.19,-0.02,0.17,0.0385,-0.1431,-10.043,3.6868e+008
0.12,-0.46,0.12,0.0375,-0.1431,-10.046,3.6868e+008
-0.08,-0.52,0.12,0.0378,-0.144,-10.056,3.6868e+008
0.02,0.19,0.21,0.0388,-0.1443,-10.059,3.6868e+008
0.04,0.29,-0.04,0.0394,-0.1443,-10.062,3.6868e+008
-0.37,-0.19,0.19,0.0397,-0.1428,-10.056,3.6868e+008
0.17,0.25,0.08,0.04,-0.1407,-10.062,3.6868e+008
0.02,0.08,0.08,0.0397,-0.1389,-10.065,3.6868e+008
-0.21,-0.31,0.15,0.04,-0.1382,-10.059,3.6868e+008
0,0.71,0.06,0.0403,-0.1379,-10.059,3.6868e+008
0.15,-0.19,0.19,0.0403,-0.1373,-10.056,3.6868e+008
-0.23,-1.27,0.08,0.04,-0.1382,-10.052,3.6868e+008
-0.06,0.08,0.19,0.04,-0.1389,-10.059,3.6868e+008
0.15,0.4,0.02,0.04,-0.1389,-10.056,3.6868e+008
-0.35,-0.69,0,0.04,-0.1385,-10.049,3.6868e+008
-0.08,0.54,0.04,0.0397,-0.1392,-10.046,3.6868e+008
0.08,-0.31,0.19,0.0388,-0.1401,-10.046,3.6868e+008
-0.44,-0.06,0.06,0.0381,-0.141,-10.034,3.6868e+008
-0.13,0.44,0.13,0.0381,-0.1416,-10.031,3.6868e+008
0.15,0.54,0.12,0.0388,-0.1422,-10.034,3.6868e+008
-0.35,-0.98,0.08,0.0394,-0.1419,-10.034,3.6868e+008
-0.15,0.02,0.08,0.0403,-0.141,-10.031,3.6868e+008
0.02,-0.33,0.08,0.0397,-0.1401,-10.019,3.6868e+008
-0.33,-0.6,0.13,0.0385,-0.1398,-0.9998,3.6868e+008
-0.29,0.31,-0.02,0.0372,-0.1382,-0.9985,3.6868e+008
0.15,-0.12,0.25,0.0366,-0.1367,-0.9985,3.6868e+008
-0.23,-0.4,0.04,0.0388,-0.1361,-0.9998,3.6868e+008
-0.42,0.29,0.04,0.0415,-0.1358,-10.025,3.6868e+008
-0.02,0.77,0.15,0.0421,-0.1352,-10.037,3.6868e+008
-0.04,-0.1,0.1,0.0412,-0.1352,-10.031,3.6868e+008
-0.35,-0.12,0.25,0.0394,-0.1343,-10.013,3.6868e+008
-0.19,-0.48,0.06,0.0378,-0.1337,-10.004,3.6868e+008
0.1,-0.17,0.21,0.0375,-0.1328,-10.001,3.6868e+008
-0.33,0.04,0.06,0.0372,-0.1321,-10.001,3.6868e+008
-0.17,0.31,0.23,0.0372,-0.1309,-0.9998,3.6868e+008
0.08,-0.58,0.21,0.0375,-0.1285,-0.9988,3.6868e+008
-0.31,-0.4,0.1,0.0378,-0.1266,-0.9982,3.6868e+008
-0.13,0.48,0.08,0.0388,-0.1257,-0.9985,3.6868e+008
0.02,0.38,0.12,0.0397,-0.1257,-0.9991,3.6868e+008
-0.48,0.17,0.08,0.0406,-0.1266,-0.9991,3.6868e+008
-0.1,-0.35,0.27,0.0403,-0.1276,-0.9988,3.6868e+008
-0.06,-0.17,0.1,0.0403,-0.1279,-0.9982,3.6868e+008
-0.19,-0.06,0.23,0.0394,-0.1288,-0.9982,3.6868e+008
-0.37,0.25,0.04,0.04,-0.1297,-0.9988,3.6868e+008
-0.08,-0.17,0.33,0.0418,-0.1306,-0.9998,3.6868e+008
-0.13,-0.52,0.12,0.0424,-0.1312,-10.001,3.6868e+008
-0.4,-0.52,0.12,0.0409,-0.1315,-0.9991,3.6868e+008
0.06,0.25,0.15,0.0378,-0.1318,-0.9976,3.6868e+008
-0.33,0.67,0.13,0.0363,-0.1331,-0.9967,3.6868e+008
-0.29,-0.19,0.15,0.0366,-0.1343,-0.9961,3.6868e+008
-0.27,0.15,0.1,0.0378,-0.1349,-0.9964,3.6868e+008
-0.08,-0.29,0.13,0.0385,-0.1346,-0.997,3.6868e+008
-0.38,0.13,0.13,0.0391,-0.1324,-0.9976,3.6868e+008
0.02,0.21,0.12,0.0388,-0.1294,-0.9985,3.6868e+008
-0.25,-0.37,0.23,0.0381,-0.1273,-0.9985,3.6868e+008
-0.54,-1.25,0.21,0.0381,-0.1263,-0.9988,3.6868e+008
-0.23,0.12,0.12,0.0381,-0.1263,-0.9985,3.6868e+008
0.02,0.13,0.17,0.0381,-0.127,-0.9979,3.6868e+008
-0.37,-0.63,0.13,0.0381,-0.1288,-0.9979,3.6868e+008
-0.23,0.88,0.1,0.0378,-0.1303,-0.9979,3.6868e+008
-0.19,-0.27,0.13,0.0378,-0.1324,-0.9979,3.6868e+008
-0.35,-0.62,0.23,0.0381,-0.134,-0.9979,3.6868e+008
-0.06,0.52,0.19,0.0378,-0.134,-0.9982,3.6868e+008
-0.19,0.4,-0.02,0.0385,-0.1334,-0.9982,3.6868e+008
-0.44,-1.35,0.29,0.0388,-0.1331,-0.9979,3.6868e+008
-0.31,0.25,0.08,0.0381,-0.1328,-0.997,3.6868e+008
0.13,-0.35,0.17,0.0372,-0.1315,-0.9961,3.6868e+008
-0.33,-1.23,0.38,0.0375,-0.1328,-0.9964,3.6868e+008
-0.4,0.94,-0.08,0.0372,-0.1328,-0.9976,3.6868e+008
-0.13,0.1,0.19,0.0363,-0.1321,-0.9982,3.6868e+008
-0.5,-0.69,0.08,0.0357,-0.1318,-0.9985,3.6868e+008
-0.15,0.33,0.08,0.036,-0.1318,-10.004,3.6868e+008
-0.12,0.71,0.12,0.036,-0.1324,-10.019,3.6868e+008
-0.23,-0.79,0.27,0.036,-0.1334,-10.022,3.6868e+008
-0.56,0.35,0.21,0.0363,-0.134,-10.01,3.6868e+008
0.13,-0.12,0.38,0.0369,-0.134,-0.9998,3.6868e+008
-0.08,-1.06,0.15,0.0378,-0.1343,-0.9988,3.6868e+008
-0.35,0.35,0.12,0.0388,-0.1346,-0.9985,3.6868e+008
-0.33,0.17,0.15,0.0388,-0.1349,-0.9991,3.6868e+008
-0.33,-0.29,0.13,0.0381,-0.1355,-0.9988,3.6868e+008
-0.5,-0.1,0.29,0.0375,-0.1358,-0.9995,3.6868e+008
0.04,0.62,0.1,0.0375,-0.1358,-0.9998,3.6868e+008
-0.06,0.02,0.23,0.0378,-0.1355,-10.001,3.6868e+008
-0.63,0.17,-0.02,0.0378,-0.1352,-0.9998,3.6868e+008
-0.19,-0.08,0.15,0.0378,-0.1346,-0.9998,3.6868e+008
0,-0.63,0.35,0.0385,-0.1349,-0.9995,3.6868e+008
-0.58,0.17,0.04,0.0391,-0.1352,-0.9995,3.6868e+008
-0.23,0,0.25,0.04,-0.1361,-0.9998,3.6868e+008
0,-0.19,0.21,0.0403,-0.137,-10.007,3.6868e+008
-0.62,-0.33,0.1,0.0388,-0.1373,-10.013,3.6868e+008
-0.31,0.08,0.1,0.0357,-0.1373,-10.013,3.6868e+008
-0.02,0.27,0.08,0.0333,-0.1367,-10.001,3.6868e+008
-0.6,0.37,0.17,0.0333,-0.1358,-0.9985,3.6868e+008
-0.44,0.12,0,0.0354,-0.1349,-0.9985,3.6868e+008
-0.06,-0.17,0.35,0.0372,-0.1331,-0.9991,3.6868e+008
-0.31,-0.25,0.04,0.0385,-0.1318,-10.001,3.6868e+008
-0.46,0.21,0.23,0.0385,-0.1321,-10.001,3.6868e+008
-0.08,0.27,0.04,0.0381,-0.1324,-10.004,3.6868e+008
-0.29,-1.06,0.21,0.0381,-0.1331,-10.013,3.6868e+008
-0.44,-0.37,0.21,0.0378,-0.1337,-10.019,3.6868e+008
-0.27,0.63,0.08,0.0381,-0.1346,-10.016,3.6868e+008
-0.27,0.19,0.08,0.0388,-0.1352,-10.001,3.6868e+008
-0.56,-0.31,0.1,0.0391,-0.1358,-0.9995,3.6868e+008
-0.23,0.65,0.19,0.0391,-0.1358,-0.9998,3.6868e+008
-0.27,-0.54,0.17,0.0385,-0.1349,-10.001,3.6868e+008
-0.58,0,0.23,0.0375,-0.1343,-10.001,3.6868e+008
-0.52,0.75,0,0.0369,-0.1337,-0.9998,3.6868e+008
-0.06,-0.5,0.13,0.0366,-0.134,-0.9998,3.6868e+008
-0.62,-1.02,0.17,0.0366,-0.1337,-0.9991,3.6868e+008
-0.25,0.06,0.12,0.0372,-0.134,-0.9991,3.6868e+008
-0.17,0.1,0.21,0.0381,-0.134,-0.9985,3.6868e+008
-0.52,-0.79,0.17,0.0391,-0.1337,-0.9979,3.6868e+008
-0.46,0.85,0.02,0.04,-0.1346,-0.9985,3.6868e+008
-0.12,-0.29,0.15,0.0394,-0.1352,-0.9991,3.6868e+008
-0.77,-0.31,0.23,0.0385,-0.1346,-0.9988,3.6868e+008
-0.33,0.63,0.02,0.0375,-0.1337,-0.9988,3.6868e+008
-0.06,0.31,0.06,0.0372,-0.1318,-0.9991,3.6868e+008
-0.62,-0.88,0.23,0.0369,-0.1309,-0.9988,3.6868e+008
-0.33,0.15,0.15,0.0372,-0.1306,-0.9995,3.6868e+008
-0.12,0.04,0.17,0.0369,-0.1306,-0.9991,3.6868e+008
-0.54,-0.75,0.25,0.0372,-0.13,-0.9982,3.6868e+008
-0.5,0.4,0.04,0.0369,-0.1297,-0.9985,3.6868e+008
-0.21,-0.1,0.21,0.0369,-0.1291,-0.9982,3.6868e+008
-0.33,-0.29,0.08,0.0366,-0.1276,-0.9973,3.6868e+008
-0.71,0.27,0.1,0.0363,-0.1257,-0.997,3.6868e+008
-0.25,0.88,0.17,0.036,-0.1242,-0.9976,3.6868e+008
-0.31,-0.33,0.13,0.0363,-0.1236,-0.9973,3.6868e+008
-0.54,0.17,0.1,0.0354,-0.1236,-0.9967,3.6868e+008
-0.23,-0.02,0.1,0.0345,-0.1251,-0.9964,3.6868e+008
-0.23,-0.38,0.06,0.0345,-0.126,-0.9961,3.6868e+008
-0.6,-0.21,0.1,0.0342,-0.1257,-0.9964,3.6868e+008
-0.37,0.37,0.17,0.0339,-0.1239,-0.9961,3.6868e+008
-0.21,-0.29,0.25,0.0339,-0.1224,-0.9958,3.6868e+008
-0.46,-0.46,0.04,0.0339,-0.1227,-0.9964,3.6868e+008
-0.38,0.85,0,0.033,-0.1242,-0.9958,3.6868e+008
-0.17,0.63,0.21,0.0317,-0.1251,-0.9949,3.6868e+008
-0.5,0.02,-0.1,0.0311,-0.1248,-0.9933,3.6868e+008
-0.33,-0.08,0.35,0.0311,-0.1236,-0.9933,3.6868e+008
0.04,0,0.19,0.0323,-0.1233,-0.9937,3.6868e+008
-0.33,-0.15,0,0.0323,-0.123,-0.9943,3.6868e+008
-0.52,0.56,0.02,0.0323,-0.123,-0.994,3.6868e+008
-0.12,-0.08,0.19,0.0317,-0.1224,-0.9937,3.6868e+008
-0.33,-0.75,0.1,0.0308,-0.1227,-0.993,3.6868e+008
-0.35,0,0.02,0.0296,-0.1224,-0.9921,3.6868e+008
-0.04,0.79,0.17,0.0302,-0.1227,-0.9924,3.6868e+008
-0.31,0.37,-0.17,0.032,-0.123,-0.9924,3.6868e+008
-0.38,0,0.17,0.033,-0.1227,-0.9921,3.6868e+008
