-0.15	0.04	0.10	0.0345	-0.1184	-0.9814	368674330
-0.54	-0.25	0.00	0.0357	-0.1178	-0.9824	368674350
-0.15	0.46	0.06	0.0357	-0.1169	-0.9830	368674370
0.04	0.54	0.27	0.0354	-0.1157	-0.9830	368674390
-0.40	-0.58	0.00	0.0354	-0.1151	-0.9824	368674410
-0.56	0.23	0.15	0.0357	-0.1147	-0.9821	368674430
0.17	-0.27	0.23	0.0360	-0.1138	-0.9811	368674450
-0.19	-0.65	0.15	0.0363	-0.1129	-0.9805	368674470
-0.40	0.60	-0.02	0.0366	-0.1132	-0.9814	368674490
-0.08	0.06	0.13	0.0366	-0.1132	-0.9821	368674510
-0.29	-0.25	-0.02	0.0378	-0.1123	-0.9821	368674530
-0.27	0.25	0.12	0.0400	-0.1120	-0.9833	368674550
-0.23	0.52	0.13	0.0427	-0.1126	-0.9848	368674570
-0.19	-0.15	0.12	0.0443	-0.1141	-0.9860	368674590
-0.29	0.71	0.10	0.0430	-0.1144	-0.9860	368674610
0.00	-0.33	0.13	0.0403	-0.1135	-0.9854	368674630
-0.04	-0.52	0.31	0.0378	-0.1132	-0.9839	368674650
-0.23	0.42	-0.13	0.0360	-0.1129	-0.9839	368674670
-0.08	-0.12	0.29	0.0354	-0.1135	-0.9842	368674690
0.10	-0.15	0.31	0.0360	-0.1141	-0.9848	368674710
-0.25	0.31	0.00	0.0369	-0.1147	-0.9866	368674730
-0.25	0.06	0.17	0.0369	-0.1160	-0.9875	368674750
0.08	0.37	0.17	0.0372	-0.1169	-0.9872	368674770
-0.25	0.46	-0.02	0.0369	-0.1169	-0.9854	368674790
-0.06	0.02	0.33	0.0369	-0.1169	-0.9845	368674810
0.15	0.00	0.00	0.0369	-0.1166	-0.9845	368674830
-0.15	-0.02	0.06	0.0363	-0.1157	-0.9851	368674850
-0.10	-0.12	0.19	0.0363	-0.1135	-0.9854	368674870
0.17	-0.15	0.29	0.0363	-0.1123	-0.9854	368674890
-0.21	0.00	0.10	0.0357	-0.1129	-0.9851	368674910
-0.04	-0.31	0.17	0.0351	-0.1147	-0.9854	368674930
0.27	0.33	0.13	0.0363	-0.1169	-0.9860	368674950
0.15	0.19	0.17	0.0375	-0.1184	-0.9866	368674970
-0.25	0.02	-0.08	0.0388	-0.1196	-0.9879	368674990
0.12	0.31	0.17	0.0388	-0.1196	-0.9897	368675010
0.10	0.00	0.10	0.0378	-0.1199	-0.9909	368675030
-0.17	-0.17	0.19	0.0369	-0.1215	-0.9909	368675050
0.33	0.25	0.17	0.0360	-0.1230	-0.9912	368675070
0.19	-0.29	0.10	0.0354	-0.1233	-0.9918	368675090
0.00	-0.75	0.25	0.0354	-0.1224	-0.9927	368675110
0.08	0.77	0.00	0.0372	-0.1218	-0.9946	368675130
0.27	-0.17	0.21	0.0388	-0.1218	-0.9958	368675150
-0.10	-0.50	0.08	0.0391	-0.1218	-0.9958	368675170
0.21	0.85	0.02	0.0381	-0.1221	-0.9964	368675190
0.23	-0.29	0.21	0.0360	-0.1224	-0.9961	368675210
0.13	-0.25	0.06	0.0348	-0.1227	-0.9961	368675230
0.12	0.85	0.04	0.0342	-0.1221	-0.9970	368675250
0.38	0.29	0.08	0.0339	-0.1221	-0.9973	368675270
0.17	-1.10	0.12	0.0339	-0.1224	-0.9976	368675290
-0.02	0.15	0.00	0.0342	-0.1227	-0.9976	368675310
0.54	0.08	0.27	0.0354	-0.1233	-0.9982	368675330
0.17	-0.56	0.13	0.0372	-0.1242	-0.9991	368675350
0.13	0.33	0.00	0.0375	-0.1239	-10.001	368675370
0.35	-0.29	0.23	0.0369	-0.1236	-10.004	368675390
-0.06	0.15	0.04	0.0363	-0.1236	-10.001	368675410
0.08	0.50	-0.04	0.0351	-0.1236	-10.004	368675430
0.56	0.71	0.13	0.0342	-0.1254	-10.010	368675450
0.31	-0.27	0.19	0.0348	-0.1273	-10.016	368675470
-0.17	0.25	0.00	0.0357	-0.1270	-10.022	368675490
0.50	-0.31	0.21	0.0369	-0.1254	-10.028	368675510
0.25	-0.60	0.15	0.0385	-0.1245	-10.046	368675530
0.12	0.21	0.08	0.0378	-0.1236	-10.056	368675550
0.46	0.10	0.17	0.0369	-0.1236	-10.056	368675570
0.37	-0.10	0.17	0.0360	-0.1242	-10.034	368675590
0.00	0.08	0.06	0.0348	-0.1257	-10.028	368675610
0.44	0.73	0.10	0.0345	-0.1260	-10.031	368675630
0.37	0.33	0.15	0.0357	-0.1251	-10.049	368675650
0.02	0.31	0.08	0.0394	-0.1251	-10.065	368675670
0.04	0.29	0.10	0.0424	-0.1248	-10.077	368675690
0.46	-0.25	0.25	0.0418	-0.1257	-10.077	368675710
0.17	-0.31	0.02	0.0369	-0.1270	-10.065	368675730
0.23	0.44	0.04	0.0336	-0.1282	-10.052	368675750
0.48	-0.08	0.13	0.0327	-0.1285	-10.046	368675770
0.17	-0.73	0.19	0.0333	-0.1279	-10.040	368675790
0.19	0.33	0.06	0.0339	-0.1276	-10.040	368675810
0.46	0.65	0.04	0.0357	-0.1276	-10.040	368675830
0.06	0.02	0.17	0.0366	-0.1282	-10.034	368675850
-0.06	0.52	-0.13	0.0363	-0.1288	-10.031	368675870
0.60	0.73	0.23	0.0363	-0.1288	-10.031	368675890
0.33	-0.96	0.25	0.0363	-0.1279	-10.037	368675910
0.10	0.38	0.19	0.0363	-0.1266	-10.034	368675930
0.60	1.02	0.02	0.0366	-0.1254	-10.037	368675950
0.29	-1.08	0.17	0.0369	-0.1251	-10.037	368675970
0.17	-0.37	0.15	0.0381	-0.1254	-10.028	368675990
0.23	0.77	0.15	0.0397	-0.1270	-10.022	368676010
0.40	-0.19	-0.06	0.0415	-0.1282	-10.007	368676030
0.10	-0.02	0.04	0.0409	-0.1285	-0.9998	368676050
0.27	1.04	0.06	0.0400	-0.1288	-10.004	368676070
0.37	-0.37	0.13	0.0378	-0.1291	-10.010	368676090
0.06	0.08	0.15	0.0363	-0.1291	-10.013	368676110
0.27	0.96	-0.04	0.0360	-0.1288	-10.028	368676130
0.42	-0.19	0.17	0.0357	-0.1282	-10.034	368676150
0.21	-1.17	0.21	0.0363	-0.1266	-10.034	368676170
0.10	0.21	-0.02	0.0366	-0.1242	-10.040	368676190
0.62	0.17	-0.04	0.0366	-0.1236	-10.040	368676210
0.10	-0.48	0.13	0.0366	-0.1242	-10.037	368676230
0.17	0.79	-0.06	0.0369	-0.1245	-10.040	368676250
0.48	-0.17	0.23	0.0366	-0.1260	-10.040	368676270
0.08	-0.21	-0.02	0.0372	-0.1279	-10.034	368676290
0.21	1.13	0.19	0.0366	-0.1288	-10.028	368676310
0.46	0.85	-0.08	0.0363	-0.1291	-10.019	368676330
0.29	-0.85	0.06	0.0375	-0.1291	-10.013	368676350
0.15	-0.33	0.23	0.0381	-0.1285	-10.010	368676370
0.52	0.31	-0.06	0.0378	-0.1282	-10.010	368676390
0.15	-0.29	0.12	0.0375	-0.1276	-10.013	368676410
0.19	0.23	-0.08	0.0375	-0.1279	-10.022	368676430
0.33	0.31	0.10	0.0375	-0.1276	-10.022	368676450
0.35	-0.54	0.15	0.0375	-0.1270	-10.013	368676470
0.10	0.29	0.00	0.0369	-0.1260	-10.013	368676490
0.27	1.33	0.04	0.0360	-0.1239	-10.016	368676510
0.38	-0.13	0.08	0.0360	-0.1230	-10.019	368676530
0.02	-0.13	-0.06	0.0369	-0.1248	-10.016	368676550
0.38	-0.02	0.15	0.0397	-0.1273	-10.022	368676570
0.35	-0.37	0.19	0.0427	-0.1285	-10.034	368676590
0.10	0.00	0.00	0.0430	-0.1282	-10.046	368676610
0.25	0.25	0.00	0.0415	-0.1273	-10.037	368676630
0.38	-0.02	0.10	0.0391	-0.1263	-10.019	368676650
0.15	-0.13	0.15	0.0369	-0.1257	-10.007	368676670
0.25	0.35	0.02	0.0360	-0.1248	-10.001	368676690
0.54	0.65	0.12	0.0363	-0.1236	-0.9995	368676710
0.06	0.33	-0.02	0.0369	-0.1227	-0.9991	368676730
0.25	0.31	0.02	0.0369	-0.1224	-0.9982	368676750
0.40	-0.27	0.38	0.0375	-0.1236	-0.9982	368676770
0.25	-0.15	0.02	0.0375	-0.1248	-0.9988	368676790
0.12	0.54	0.10	0.0372	-0.1263	-0.9985	368676810
0.83	0.21	0.21	0.0369	-0.1276	-0.9982	368676830
0.13	-1.04	0.12	0.0369	-0.1285	-0.9985	368676850
0.19	-0.10	0.21	0.0366	-0.1279	-0.9988	368676870
0.42	0.56	0.23	0.0366	-0.1273	-0.9985	368676890
0.17	0.58	-0.04	0.0369	-0.1266	-0.9979	368676910
0.15	0.06	0.29	0.0372	-0.1260	-0.9979	368676930
0.40	0.52	-0.02	0.0381	-0.1263	-0.9982	368676950
0.31	-0.73	0.23	0.0381	-0.1273	-0.9988	368676970
0.15	0.15	0.13	0.0378	-0.1273	-0.9988	368676990
0.42	0.71	0.33	0.0381	-0.1273	-0.9998	368677010
0.48	-0.37	0.15	0.0381	-0.1276	-10.001	368677030
-0.08	-0.96	0.12	0.0381	-0.1285	-10.004	368677050
0.54	0.08	0.37	0.0378	-0.1294	-10.004	368677070
0.42	-0.27	0.10	0.0388	-0.1306	-0.9995	368677090
-0.17	0.00	0.21	0.0394	-0.1303	-0.9988	368677110
0.17	0.92	0.04	0.0400	-0.1297	-0.9991	368677130
0.42	-0.44	0.19	0.0400	-0.1297	-0.9995	368677150
0.08	-0.54	0.23	0.0400	-0.1300	-10.001	368677170
0.23	0.90	0.15	0.0397	-0.1294	-10.010	368677190
0.42	0.25	0.19	0.0397	-0.1297	-10.019	368677210
0.00	-1.13	0.17	0.0394	-0.1312	-10.025	368677230
0.23	0.17	0.37	0.0391	-0.1324	-10.025	368677250
0.67	-0.10	0.23	0.0388	-0.1340	-10.022	368677270
0.23	-1.37	0.40	0.0394	-0.1349	-10.019	368677290
-0.19	1.12	-0.10	0.0403	-0.1355	-10.022	368677310
0.56	0.00	0.27	0.0409	-0.1364	-10.028	368677330
0.13	-0.81	0.27	0.0415	-0.1370	-10.025	368677350
0.06	0.46	0.17	0.0418	-0.1376	-10.031	368677370
0.52	1.04	0.17	0.0424	-0.1382	-10.034	368677390
0.25	-0.96	0.21	0.0427	-0.1389	-10.040	368677410
0.06	0.06	0.15	0.0421	-0.1389	-10.043	368677430
0.21	0.35	0.12	0.0412	-0.1389	-10.040	368677450
0.25	-1.75	0.46	0.0412	-0.1392	-10.046	368677470
-0.02	0.17	0.00	0.0412	-0.1398	-10.052	368677490
0.44	0.94	0.19	0.0418	-0.1401	-10.043	368677510
0.17	-1.02	0.08	0.0430	-0.1407	-10.040	368677530
0.02	-0.23	0.27	0.0430	-0.1413	-10.052	368677550
0.13	1.17	0.06	0.0427	-0.1419	-10.074	368677570
0.29	-0.33	0.17	0.0421	-0.1422	-10.077	368677590
-0.29	-0.25	0.23	0.0406	-0.1425	-10.068	368677610
0.13	0.44	0.15	0.0397	-0.1431	-10.059	368677630
0.29	-0.79	0.19	0.0397	-0.1434	-10.052	368677650
-0.17	-0.29	0.10	0.0391	-0.1437	-10.056	368677670
0.21	0.42	0.33	0.0394	-0.1437	-10.065	368677690
0.23	-0.58	0.21	0.0403	-0.1434	-10.077	368677710
-0.02	-0.46	0.08	0.0403	-0.1428	-10.077	368677730
0.04	0.33	0.08	0.0394	-0.1428	-10.077	368677750
0.50	0.44	0.17	0.0388	-0.1431	-10.074	368677770
-0.17	0.23	0.06	0.0385	-0.1437	-10.062	368677790
-0.02	-0.06	0.12	0.0391	-0.1440	-10.059	368677810
0.31	-0.08	0.29	0.0406	-0.1437	-10.059	368677830
-0.23	0.02	0.13	0.0409	-0.1431	-10.062	368677850
0.04	0.00	0.19	0.0400	-0.1428	-10.049	368677870
0.19	-0.02	0.17	0.0385	-0.1431	-10.043	368677890
0.12	-0.46	0.12	0.0375	-0.1431	-10.046	368677910
-0.08	-0.52	0.12	0.0378	-0.1440	-10.056	368677930
0.02	0.19	0.21	0.0388	-0.1443	-10.059	368677950
0.04	0.29	-0.04	0.0394	-0.1443	-10.062	368677970
-0.37	-0.19	0.19	0.0397	-0.1428	-10.056	368677990
0.17	0.25	0.08	0.0400	-0.1407	-10.062	368678010
0.02	0.08	0.08	0.0397	-0.1389	-10.065	368678030
-0.21	-0.31	0.15	0.0400	-0.1382	-10.059	368678050
0.00	0.71	0.06	0.0403	-0.1379	-10.059	368678070
0.15	-0.19	0.19	0.0403	-0.1373	-10.056	368678090
-0.23	-1.27	0.08	0.0400	-0.1382	-10.052	368678110
-0.06	0.08	0.19	0.0400	-0.1389	-10.059	368678130
0.15	0.40	0.02	0.0400	-0.1389	-10.056	368678150
-0.35	-0.69	0.00	0.0400	-0.1385	-10.049	368678170
-0.08	0.54	0.04	0.0397	-0.1392	-10.046	368678190
0.08	-0.31	0.19	0.0388	-0.1401	-10.046	368678210
-0.44	-0.06	0.06	0.0381	-0.1410	-10.034	368678230
-0.13	0.44	0.13	0.0381	-0.1416	-10.031	368678250
0.15	0.54	0.12	0.0388	-0.1422	-10.034	368678270
-0.35	-0.98	0.08	0.0394	-0.1419	-10.034	368678290
-0.15	0.02	0.08	0.0403	-0.1410	-10.031	368678310
0.02	-0.33	0.08	0.0397	-0.1401	-10.019	368678330
-0.33	-0.60	0.13	0.0385	-0.1398	-0.9998	368678350
-0.29	0.31	-0.02	0.0372	-0.1382	-0.9985	368678370
0.15	-0.12	0.25	0.0366	-0.1367	-0.9985	368678390
-0.23	-0.40	0.04	0.0388	-0.1361	-0.9998	368678410
-0.42	0.29	0.04	0.0415	-0.1358	-10.025	368678430
-0.02	0.77	0.15	0.0421	-0.1352	-10.037	368678450
-0.04	-0.10	0.10	0.0412	-0.1352	-10.031	368678470
-0.35	-0.12	0.25	0.0394	-0.1343	-10.013	368678490
-0.19	-0.48	0.06	0.0378	-0.1337	-10.004	368678510
0.10	-0.17	0.21	0.0375	-0.1328	-10.001	368678530
-0.33	0.04	0.06	0.0372	-0.1321	-10.001	368678550
-0.17	0.31	0.23	0.0372	-0.1309	-0.9998	368678570
0.08	-0.58	0.21	0.0375	-0.1285	-0.9988	368678590
-0.31	-0.40	0.10	0.0378	-0.1266	-0.9982	368678610
-0.13	0.48	0.08	0.0388	-0.1257	-0.9985	368678630
0.02	0.38	0.12	0.0397	-0.1257	-0.9991	368678650
-0.48	0.17	0.08	0.0406	-0.1266	-0.9991	368678670
-0.10	-0.35	0.27	0.0403	-0.1276	-0.9988	368678690
-0.06	-0.17	0.10	0.0403	-0.1279	-0.9982	368678710
-0.19	-0.06	0.23	0.0394	-0.1288	-0.9982	368678730
-0.37	0.25	0.04	0.0400	-0.1297	-0.9988	368678750
-0.08	-0.17	0.33	0.0418	-0.1306	-0.9998	368678770
-0.13	-0.52	0.12	0.0424	-0.1312	-10.001	368678790
-0.40	-0.52	0.12	0.0409	-0.1315	-0.9991	368678810
0.06	0.25	0.15	0.0378	-0.1318	-0.9976	368678830
-0.33	0.67	0.13	0.0363	-0.1331	-0.9967	368678850
-0.29	-0.19	0.15	0.0366	-0.1343	-0.9961	368678870
-0.27	0.15	0.10	0.0378	-0.1349	-0.9964	368678890
-0.08	-0.29	0.13	0.0385	-0.1346	-0.9970	368678910
-0.38	0.13	0.13	0.0391	-0.1324	-0.9976	368678930
0.02	0.21	0.12	0.0388	-0.1294	-0.9985	368678950
-0.25	-0.37	0.23	0.0381	-0.1273	-0.9985	368678970
-0.54	-1.25	0.21	0.0381	-0.1263	-0.9988	368678990
-0.23	0.12	0.12	0.0381	-0.1263	-0.9985	368679010
0.02	0.13	0.17	0.0381	-0.1270	-0.9979	368679030
-0.37	-0.63	0.13	0.0381	-0.1288	-0.9979	368679050
-0.23	0.88	0.10	0.0378	-0.1303	-0.9979	368679070
-0.19	-0.27	0.13	0.0378	-0.1324	-0.9979	368679090
-0.35	-0.62	0.23	0.0381	-0.1340	-0.9979	368679110
-0.06	0.52	0.19	0.0378	-0.1340	-0.9982	368679130
-0.19	0.40	-0.02	0.0385	-0.1334	-0.9982	368679150
-0.44	-1.35	0.29	0.0388	-0.1331	-0.9979	368679170
-0.31	0.25	0.08	0.0381	-0.1328	-0.9970	368679190
0.13	-0.35	0.17	0.0372	-0.1315	-0.9961	368679210
-0.33	-1.23	0.38	0.0375	-0.1328	-0.9964	368679230
-0.40	0.94	-0.08	0.0372	-0.1328	-0.9976	368679250
-0.13	0.10	0.19	0.0363	-0.1321	-0.9982	368679270
-0.50	-0.69	0.08	0.0357	-0.1318	-0.9985	368679290
-0.15	0.33	0.08	0.0360	-0.1318	-10.004	368679310
-0.12	0.71	0.12	0.0360	-0.1324	-10.019	368679330
-0.23	-0.79	0.27	0.0360	-0.1334	-10.022	368679350
-0.56	0.35	0.21	0.0363	-0.1340	-10.010	368679370
0.13	-0.12	0.38	0.0369	-0.1340	-0.9998	368679390
-0.08	-1.06	0.15	0.0378	-0.1343	-0.9988	368679410
-0.35	0.35	0.12	0.0388	-0.1346	-0.9985	368679430
-0.33	0.17	0.15	0.0388	-0.1349	-0.9991	368679450
-0.33	-0.29	0.13	0.0381	-0.1355	-0.9988	368679470
-0.50	-0.10	0.29	0.0375	-0.1358	-0.9995	368679490
0.04	0.62	0.10	0.0375	-0.1358	-0.9998	368679510
-0.06	0.02	0.23	0.0378	-0.1355	-10.001	368679530
-0.63	0.17	-0.02	0.0378	-0.1352	-0.9998	368679550
-0.19	-0.08	0.15	0.0378	-0.1346	-0.9998	368679570
0.00	-0.63	0.35	0.0385	-0.1349	-0.9995	368679590
-0.58	0.17	0.04	0.0391	-0.1352	-0.9995	368679610
-0.23	0.00	0.25	0.0400	-0.1361	-0.9998	368679630
0.00	-0.19	0.21	0.0403	-0.1370	-10.007	368679650
-0.62	-0.33	0.10	0.0388	-0.1373	-10.013	368679670
-0.31	0.08	0.10	0.0357	-0.1373	-10.013	368679690
-0.02	0.27	0.08	0.0333	-0.1367	-10.001	368679710
-0.60	0.37	0.17	0.0333	-0.1358	-0.9985	368679730
-0.44	0.12	0.00	0.0354	-0.1349	-0.9985	368679750
-0.06	-0.17	0.35	0.0372	-0.1331	-0.9991	368679770
-0.31	-0.25	0.04	0.0385	-0.1318	-10.001	368679790
-0.46	0.21	0.23	0.0385	-0.1321	-10.001	368679810
-0.08	0.27	0.04	0.0381	-0.1324	-10.004	368679830
-0.29	-1.06	0.21	0.0381	-0.1331	-10.013	368679850
-0.44	-0.37	0.21	0.0378	-0.1337	-10.019	368679870
-0.27	0.63	0.08	0.0381	-0.1346	-10.016	368679890
-0.27	0.19	0.08	0.0388	-0.1352	-10.001	368679910
-0.56	-0.31	0.10	0.0391	-0.1358	-0.9995	368679930
-0.23	0.65	0.19	0.0391	-0.1358	-0.9998	368679950
-0.27	-0.54	0.17	0.0385	-0.1349	-10.001	368679970
-0.58	0.00	0.23	0.0375	-0.1343	-10.001	368679990
-0.52	0.75	0.00	0.0369	-0.1337	-0.9998	368680010
-0.06	-0.50	0.13	0.0366	-0.1340	-0.9998	368680030
-0.62	-1.02	0.17	0.0366	-0.1337	-0.9991	368680050
-0.25	0.06	0.12	0.0372	-0.1340	-0.9991	368680070
-0.17	0.10	0.21	0.0381	-0.1340	-0.9985	368680090
-0.52	-0.79	0.17	0.0391	-0.1337	-0.9979	368680110
-0.46	0.85	0.02	0.0400	-0.1346	-0.9985	368680130
-0.12	-0.29	0.15	0.0394	-0.1352	-0.9991	368680150
-0.77	-0.31	0.23	0.0385	-0.1346	-0.9988	368680170
-0.33	0.63	0.02	0.0375	-0.1337	-0.9988	368680190
-0.06	0.31	0.06	0.0372	-0.1318	-0.9991	368680210
-0.62	-0.88	0.23	0.0369	-0.1309	-0.9988	368680230
-0.33	0.15	0.15	0.0372	-0.1306	-0.9995	368680250
-0.12	0.04	0.17	0.0369	-0.1306	-0.9991	368680270
-0.54	-0.75	0.25	0.0372	-0.1300	-0.9982	368680290
-0.50	0.40	0.04	0.0369	-0.1297	-0.9985	368680310
-0.21	-0.10	0.21	0.0369	-0.1291	-0.9982	368680330
-0.33	-0.29	0.08	0.0366	-0.1276	-0.9973	368680350
-0.71	0.27	0.10	0.0363	-0.1257	-0.9970	368680370
-0.25	0.88	0.17	0.0360	-0.1242	-0.9976	368680390
-0.31	-0.33	0.13	0.0363	-0.1236	-0.9973	368680410
-0.54	0.17	0.10	0.0354	-0.1236	-0.9967	368680430
-0.23	-0.02	0.10	0.0345	-0.1251	-0.9964	368680450
-0.23	-0.38	0.06	0.0345	-0.1260	-0.9961	368680470
-0.60	-0.21	0.10	0.0342	-0.1257	-0.9964	368680490
-0.37	0.37	0.17	0.0339	-0.1239	-0.9961	368680510
-0.21	-0.29	0.25	0.0339	-0.1224	-0.9958	368680530
-0.46	-0.46	0.04	0.0339	-0.1227	-0.9964	368680550
-0.38	0.85	0.00	0.0330	-0.1242	-0.9958	368680570
-0.17	0.63	0.21	0.0317	-0.1251	-0.9949	368680590
-0.50	0.02	-0.10	0.0311	-0.1248	-0.9933	368680610
-0.33	-0.08	0.35	0.0311	-0.1236	-0.9933	368680630
0.04	0.00	0.19	0.0323	-0.1233	-0.9937	368680650
-0.33	-0.15	0.00	0.0323	-0.1230	-0.9943	368680670
-0.52	0.56	0.02	0.0323	-0.1230	-0.9940	368680690
-0.12	-0.08	0.19	0.0317	-0.1224	-0.9937	368680710
-0.33	-0.75	0.10	0.0308	-0.1227	-0.9930	368680730
-0.35	0.00	0.02	0.0296	-0.1224	-0.9921	368680750
-0.04	0.79	0.17	0.0302	-0.1227	-0.9924	368680770
-0.31	0.37	-0.17	0.0320	-0.1230	-0.9924	368680790
-0.38	0.00	0.17	0.0330	-0.1227	-0.9921	368680810
-0.25	0.31	0.00	0.0333	-0.1227	-0.9921	368680830
-0.19	-0.06	0.04	0.0320	-0.1227	-0.9921	368680850
-0.48	0.35	0.00	0.0311	-0.1212	-0.9915	368680870
-0.27	0.12	0.15	0.0311	-0.1199	-0.9918	368680890
-0.15	-0.19	0.10	0.0314	-0.1187	-0.9918	368680910
-0.31	-0.33	0.10	0.0323	-0.1181	-0.9915	368680930
-0.35	0.13	0.00	0.0327	-0.1178	-0.9915	368680950
0.10	0.10	0.15	0.0327	-0.1172	-0.9906	368680970
-0.54	0.44	0.00	0.0323	-0.1193	-0.9903	368680990
0.08	0.62	0.02	0.0323	-0.1218	-0.9909	368681010
0.02	-0.29	0.13	0.0327	-0.1212	-0.9906	368681030
-0.54	0.50	0.00	0.0333	-0.1187	-0.9900	368681050
0.00	0.27	0.08	0.0342	-0.1178	-0.9894	368681070
0.06	0.63	0.10	0.0342	-0.1181	-0.9894	368681090
-0.12	-0.40	0.21	0.0336	-0.1190	-0.9894	368681110
-0.13	-0.04	0.06	0.0327	-0.1196	-0.9903	368681130
0.10	-0.08	0.08	0.0317	-0.1190	-0.9897	368681150
-0.23	-0.04	-0.10	0.0320	-0.1178	-0.9888	368681170
-0.17	0.81	0.10	0.0323	-0.1169	-0.9882	368681190
0.13	-0.08	0.12	0.0327	-0.1172	-0.9882	368681210
0.08	-0.15	0.00	0.0330	-0.1178	-0.9882	368681230
-0.50	0.65	0.06	0.0327	-0.1187	-0.9900	368681250
0.10	1.13	0.02	0.0314	-0.1187	-0.9912	368681270
-0.06	-0.12	-0.02	0.0296	-0.1187	-0.9912	368681290
-0.21	0.08	0.04	0.0287	-0.1181	-0.9906	368681310
0.19	-0.04	0.06	0.0293	-0.1178	-0.9900	368681330
0.10	-0.02	0.10	0.0305	-0.1181	-0.9897	368681350
-0.19	0.44	-0.06	0.0314	-0.1181	-0.9891	368681370
0.31	0.54	0.17	0.0314	-0.1175	-0.9882	368681390
-0.02	-0.40	0.12	0.0314	-0.1172	-0.9879	368681410
-0.04	0.40	-0.08	0.0311	-0.1166	-0.9888	368681430
0.13	0.85	-0.02	0.0314	-0.1166	-0.9894	368681450
0.06	0.96	-0.04	0.0314	-0.1166	-0.9891	368681470
-0.10	0.23	0.02	0.0317	-0.1166	-0.9885	368681490
0.10	0.33	-0.02	0.0314	-0.1163	-0.9879	368681510
0.17	-0.12	0.10	0.0314	-0.1169	-0.9875	368681530
0.00	0.12	0.10	0.0317	-0.1187	-0.9882	368681550
0.02	0.69	-0.12	0.0327	-0.1205	-0.9882	368681570
0.25	0.13	0.21	0.0342	-0.1208	-0.9872	368681590
